33.60000000, 32.04000000, 0.79200000, 1.65093397, 0.82529809, 1.49235984, 0.41277592, 0.00000000
# array1
-0.70072201, 0.18917579, -9.63826287, -6.27815618, -1.56978470, -2.51460740, 0.70006551, 2.80270399
0.71105995, -0.06209569, -6.71161198, -13.30401816, -3.27379587, 0.11023515, -1.89776664, -1.51548628
-0.98998841, -0.64385021, -7.19758742, -9.67170479, -6.30574753, 0.34855994, -7.56147920, -9.98333530
-7.81454205, -2.49535886, -7.17627284, -2.86973017, -2.37394520, -9.57292772, -2.10180050, -1.76316542
-1.69461901, -1.36915557, -1.83669687, -0.83513095, -6.57132326, -13.43489078, -10.13436669, 4.50069565
-2.00155928, -14.49327969, 0.00000000, -2.73726395, -0.53694699, -1.76798964, -2.01481011, -1.81041019
-2.34805793, -1.58460812, -0.75097925, -1.67655208, -2.37510843, -0.83097821, -4.77565793, -10.40861115
0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, -0.82788650
-1.96778757, 1.14216510, -9.20894395, -1.83824213, -1.24229916, -1.90899349, -1.76688618, -1.66376528
-2.33435571, -0.42570890, -0.35291693, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
# array2
0.53917392, 1.87016856, 0.92501515, 0.90305133, 0.91378331, 0.76268026, 0.88977017, 0.30000000
0.46913375, 1.38940400, 0.99931942, 1.07080716, 1.11235721, 0.89647803, 0.86906072, 0.69343090
0.26304312, 1.13899999, 0.92549220, 1.54103616, 1.06351336, 0.99647439, 1.13445692, 1.10880230
0.94140155, 1.02960605, 1.05579302, 1.09293887, 1.05013346, 1.06763892, 0.72638607, 0.82320493
0.72119562, 0.63076234, 0.69419905, 1.15929304, 0.66120196, 1.09416608, 1.45453039, 1.21149890
1.06335698, 0.87736455, 0.80000000, 1.03354124, 1.06900558, 1.17016129, 1.24055560, 1.30400156
0.81936783, 0.66910788, 0.54907185, 0.84555550, 0.56693010, 0.99595914, 0.75192219, 0.78499882
0.80000000, 0.80000000, 0.80000000, 0.80000000, 0.80000000, 0.80000000, 0.80000000, 0.80000000
0.80000000, 0.80000000, 0.80000000, 0.80000000, 0.80000000, 0.80000000, 0.80000000, 1.05863377
0.98766734, 1.09154534, 1.03527263, 1.01459368, 0.99428287, 0.97911590, 1.40519837, 1.28241072
1.26394541, 1.29894716, 1.14879392, 0.80000000, 0.80000000, 0.80000000, 0.80000000, 0.80000000
0.80000000, 0.80000000, 0.80000000, 0.80000000, 0.80000000, 0.80000000
